Date,LastPrice,PriceEarningsRatio,ReturnonCapital,Volatility30Day,CurrentMarketCap,RSI14Day,OverridableRawBeta,sector_CommunicationServices,sector_ConsumerDiscretion,sector_ConsumerStaple,sector_Energy,sector_Financial,sector_HealthCare,sector_IT,sector_Industrial,sector_Material,sector_RealEstate,sector_Utilities
20221121,0.4810991009192848,0.002743395515667792,0.7067299975228782,0.0974993193288429,0.3971872328405022,0.6405200295737654,0.46629357294481577,0,0,0,0,0,1,0,0,0,0,0
20221118,0.48086001953059226,0.002738586648297798,0.7054407690553232,0.09747340191743278,0.39704024902962,0.6384405818176677,0.46392462644364707,0,0,0,0,0,1,0,0,0,0,0
20221117,0.4746102299895612,0.002682217055857554,0.7054407690553232,0.0977065430835897,0.3919467939801689,0.5820665280893738,0.4649453834862458,0,0,0,0,0,1,0,0,0,0,0
20221116,0.47482910731723743,0.002684190941384472,0.7054407690553232,0.10799530506522531,0.3920808172623282,0.5849103572771195,0.4652385956413406,0,0,0,0,0,1,0,0,0,0,0
20221115,0.4754992086742768,0.0026902228301529693,0.7054407690553232,0.1117363489304751,0.3926013291341394,0.593109959971468,0.4652256744762777,0,0,0,0,0,1,0,0,0,0,0
20221114,0.4758662491160723,0.0026935625194935806,0.7054595777845951,0.11168642568986736,0.3929214230146829,0.5973469609486063,0.46527136653460655,0,0,0,0,0,1,0,0,0,0,0
20221111,0.475684412566926,0.0026925032662495885,0.7057446947416519,0.11906773406009175,0.3927436600467176,0.5959984683195294,0.46226592842606373,0,0,0,0,0,1,0,0,0,0,0
20221110,0.4824527730073745,0.002753468115472495,0.7057446947416519,0.12022195753537315,0.39834752268270984,0.6701416038871038,0.46241840395916334,0,0,0,0,0,1,0,0,0,0,0
20221109,0.4690978886756238,0.002632773708031729,0.7099130463066128,0.1166097859813156,0.38723130527538746,0.5724548619422285,0.46308958633930586,0,0,0,0,0,1,0,0,0,0,0
20221108,0.4745933932720477,0.0026819824792438693,0.7126259561487633,0.11604153831794137,0.39177892702057565,0.6385081940433841,0.4642964317664703,0,0,0,0,0,1,0,0,0,0,0
20221107,0.47198370205744694,0.0026568170996901304,0.7128099556586063,0.12200544907820529,0.3897087364530137,0.6186756926381217,0.4647265469440669,0,0,0,0,0,1,0,0,0,0,0
20221104,0.4665555443310772,0.0025987634343853532,0.7114258490666279,0.12139504941939125,0.3851764034577068,0.5755704673226975,0.4539903030346939,0,0,0,0,0,1,0,0,0,0,0
20221103,0.4636697309492542,0.002650150534589514,0.6998772783686922,0.12369662705737866,0.3828213950731975,0.5515551778323085,0.46153651149882735,0,0,0,0,0,1,0,0,0,0,0
20221102,0.46590901437855675,0.0025846401832563385,0.7049035793015832,0.12391877707738053,0.38465916596153127,0.5751114169791546,0.4610731872407303,0,0,0,0,0,1,0,0,0,0,0
20221101,0.47473145435565883,0.0026783354387705876,0.7080672602576603,0.1178687487609929,0.3920399279126409,0.6756263639861653,0.4597284758036727,0,0,0,0,0,1,0,0,0,0,0
20221031,0.4744182914099067,0.0026689313425773326,0.7308208884433152,0.124003230906466,0.3920785204221174,0.6736148576778819,0.45982488761501483,0,0,0,0,0,1,0,0,0,0,0
20221028,0.47482573997373473,0.0026726328319177707,0.7308230281714958,0.12682827230151317,0.39242691678075164,0.6781732784461317,0.4602290389848147,0,0,0,0,0,1,0,0,0,0,0
20221027,0.46618176920227633,0.002594870716805854,0.7308230281714958,0.1237577430986484,0.38538306468487027,0.6247882723665611,0.464780145207526,0,0,0,0,0,1,0,0,0,0,0
20221026,0.46914839882816445,0.002621558844353011,0.7308230281714958,0.12323820628235807,0.3881065850839642,0.6560632231932498,0.46582050136159125,0,0,0,0,0,1,0,0,0,0,0
20221025,0.46343738424756703,0.0025701819268501747,0.7308230281714958,0.12187465890312035,0.38338435455562553,0.6205569511293625,0.4658625278179548,0,0,0,0,0,1,0,0,0,0,0
20221024,0.459480755631882,0.002534587659122647,0.7308230281714958,0.1210609911614394,0.38013089607171124,0.5948292451877103,0.46593232417714137,0,0,0,0,0,1,0,0,0,0,0
20221021,0.4499949489847459,0.0024492522955580644,0.7308230281714958,0.13245412788175243,0.37219699776786325,0.5272845582941652,0.46286197040149235,0,0,0,0,0,1,0,0,0,0,0
20221020,0.4392665925851096,0.002352738817277354,0.7308230281714958,0.12487320630148949,0.36345339090714984,0.43566754623634785,0.4617596703922283,0,0,0,0,0,1,0,0,0,0,0
20221019,0.44325015994881634,0.0023885754289553374,0.7308230281714958,0.12566869051903992,0.36679789602397833,0.4698658551961077,0.4613575952663945,0,0,0,0,0,1,0,0,0,0,0
20221018,0.45011954069434623,0.0024503731363290557,0.7308230281714958,0.12813319909426382,0.37257826608965666,0.5330953412722962,0.4607485894021123,0,0,0,0,0,1,0,0,0,0,0
20221017,0.44732464558709634,0.0024252299514662353,0.7308230281714958,0.13187771568707482,0.37025299064062633,0.510423641472925,0.46123974330424755,0,0,0,0,0,1,0,0,0,0,0
20221014,0.43889618479981146,0.002349406587958175,0.7308225618204808,0.12723089857635553,0.3632955666869565,0.4368851317464487,0.46213308688375365,0,0,0,0,0,1,0,0,0,0,0
20221013,0.4429740377815941,0.0023860914034628702,0.7308225618204808,0.1293459313929844,0.3666758643039605,0.47179701091351745,0.46270075860695803,0,0,0,0,0,1,0,0,0,0,0
20221012,0.43217496716840087,0.002288941772312133,0.7308225618204808,0.12558988921045497,0.35772400089472944,0.36648174925616017,0.4625154158043435,0,0,0,0,0,1,0,0,0,0,0
20221011,0.43472404619995286,0.002311873568626792,0.7308225618204808,0.12575489738609458,0.35982586279727274,0.3865236026098674,0.4624382227874496,0,0,0,0,0,1,0,0,0,0,0
20221010,0.43192915109270297,0.0022867303837639714,0.7308225618204808,0.12552688680967766,0.35752758558414893,0.35804254584141004,0.4623540810925604,0,0,0,0,0,1,0,0,0,0,0
20221007,0.4350506785197158,0.0023148172490297836,0.7308225618204808,0.1256293856886748,0.3601304723923974,0.38055457673084625,0.4625810963048054,0,0,0,0,0,1,0,0,0,0,0
20221006,0.44547597400410816,0.0024086044717699534,0.7308225618204808,0.13079370676860544,0.3687675003181544,0.4637291327010501,0.4620030041828781,0,0,0,0,0,1,0,0,0,0,0
20221005,0.451961477590329,0.0024669488487071432,0.7308225618204808,0.13076210391446516,0.37405212624221235,0.523743777078552,0.46186010001389455,0,0,0,0,0,1,0,0,0,0,0
20221004,0.45031484661750343,0.002452135556743336,0.7308225618204808,0.13057003294051486,0.3726846387860326,0.5101849443812787,0.46196116435351164,0,0,0,0,0,1,0,0,0,0,0
20221003,0.4390106744789036,0.002350441853016341,0.7308225618204808,0.1237108375378489,0.36323961297290525,0.4074625730464695,0.4610657776485717,0,0,0,0,0,1,0,0,0,0,0
20220930,0.4288648685052362,0.002259168951816035,0.7308225618204808,0.11656103115311608,0.3548706406087862,0.29226516391647916,0.4630396210878249,0,0,0,0,0,1,0,0,0,0,0
20220929,0.43562986160218203,0.0023200276502931155,0.7308225618204808,0.11494795538747207,0.36048802938926444,0.3446890041228917,0.46405645015358554,0,0,0,0,0,1,0,0,0,0,0
20220928,0.44010169377378183,0.0023602567949310206,0.7308225618204808,0.11423146943093876,0.3642380064319868,0.38285877229244114,0.4643920732710628,0,0,0,0,0,1,0,0,0,0,0
20220927,0.4296460921978651,0.0022661969349154465,0.7308225618204808,0.10368795301999303,0.35542815372536857,0.24515493006278125,0.4621472240372779,0,0,0,0,0,1,0,0,0,0,0
20220926,0.43066976462268913,0.0022754060162180905,0.7308225618204808,0.10366938214128246,0.3562419418733754,0.25253558704028434,0.4622072605460684,0,0,0,0,0,1,0,0,0,0,0
20220923,0.43552884129710073,0.0023191188593751004,0.7308225618204808,0.10395495790167161,0.36030650823574023,0.2882579409081931,0.462175257327999,0,0,0,0,0,1,0,0,0,0,0
20220922,0.43813179782469613,0.0023425353720295436,0.7308225618204808,0.1082067905643859,0.36244606304595384,0.30824256157514374,0.4628097667834027,0,0,0,0,0,1,0,0,0,0,0
20220921,0.4356466983196956,0.002320179115446117,0.7308225618204808,0.10756886992317816,0.36031473589582536,0.27651108438449046,0.46280147207213196,0,0,0,0,0,1,0,0,0,0,0
20220920,0.44391352661885036,0.002394548505571158,0.7308225618204808,0.10681669526325457,0.3671652434097817,0.3393376123814249,0.46162008416545774,0,0,0,0,0,1,0,0,0,0,0
